1627777,n1627777.png,Georges,Niang,Forward,Forward,63.2,8.2,2.4,1,0.2,0.4,0.7,0.2,2.1,6.4,2.8,0.6,0.5,2
1627780,n1627780.png,Gary,Payton II,Guard,Guard,61.8,4.6,3.1,1.4,0.2,1,0.7,1.1,2,3.1,1.9,0.3,0.3,0.6
1627783,n1627783.png,Pascal,Siakam,Forward,Forward,92,24.2,7.8,5.8,0.5,0.9,2.4,1.8,6,18.5,8.9,6.7,5.2,1.3
1627788,n1627788.png,Furkan,Korkmaz,Guard,Forward,55.9,3.8,1.1,0.6,0.1,0.3,0.6,0.2,1,3,1.3,1,0.7,0.5
1627814,n1627814.png,Damion,Lee,Guard,Forward,63.8,8.2,3,1.3,0.1,0.4,1.1,0.5,2.5,6.1,2.7,1.4,1.3,1.5
1627823,n1627823.png,Juancho,Hernangomez,Forward,Forward,56.8,2.9,2.9,0.6,0.1,0.4,0.4,0.6,2.3,2.7,1.1,0.4,0.2,0.4
1627826,n1627826.png,Ivica,Zubac,Center,Center,75.4,10.8,9.9,1,1.3,0.4,1.5,3.1,6.8,6.8,4.3,3.1,2.2,0
1627827,n1627827.png,Dorian,Finney-Smith,Forward,Forward,66.3,8.3,4.8,1.5,0.5,0.8,0.9,1.7,3.1,7.6,3,0.9,0.7,1.7
1627832,n1627832.png,Fred,VanVleet,Guard,Guard,85.3,19.3,4.1,7.2,0.6,1.8,2,0.4,3.6,16.1,6.3,4.1,3.7,3
1627853,n1627853.png,Ryan,Arcidiacono,Guard,Guard,53.2,1.3,0.8,1.2,0,0.2,0.4,0,0.8,1.8,0.4,0,0,0.4
1627854,n1627854.png,Bryn,Forbes,Guard,Guard,55.2,3.6,0.6,0.7,0.1,0.3,0.5,0.2,0.4,3.3,1.2,0.6,0.6,0.6
